long,lat,calle_nombre,calle_altura,direccion,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4783623185753,-34.578815875099,LA PAMPA,4972,LA PAMPA 4972,Villa Ortuzar,Comuna 15,1431,C1431CQJ
-58.4791141242293,-34.5791384345247,LA PAMPA,5001,LA PAMPA 5001,Villa Urquiza,Comuna 12,1431,C1431CQK
-58.4055889513456,-34.6368199431475,LA RIOJA,2184,LA RIOJA 2184,Parque Patricios,Comuna 4,1244,C1244ABT
-58.4071539608382,-34.6242030423809,LA RIOJA,1189,LA RIOJA 1189,San Cristobal,Comuna 3,1221,C1221ACM
-58.4057284710459,-34.635615443157,LA RIOJA,2080,LA RIOJA 2080,Parque Patricios,Comuna 4,1244,C1244ABR
-58.4055917511508,-34.6367974562092,LA RIOJA,2182,LA RIOJA 2182,Parque Patricios,Comuna 4,1244,C1244ABT
-58.4082737556544,-34.6157000480182,LA RIOJA,438,LA RIOJA 438,Balvanera,Comuna 3,1214,C1214ADJ
-58.4387137579282,-34.5634734476221,"LACROZE, FEDERICO",1681,"LACROZE, FEDERICO 1681",Palermo,Comuna 14,1426,C1426CPB
-58.4393630163861,-34.5643767660887,"LACROZE, FEDERICO",1786,"LACROZE, FEDERICO 1786",Palermo,Comuna 14,1426,C1426CPP
-58.4401174488387,-34.5652255655648,"LACROZE, FEDERICO",1882,"LACROZE, FEDERICO 1882",Palermo,Comuna 14,1426,C1426CPQ
-58.4427279427965,-34.5678422622817,"LACROZE, FEDERICO AV.",2178,"LACROZE, FEDERICO AV. 2178",Palermo,Comuna 14,1426,C1426CPT
-58.4445738553548,-34.5697359689321,"LACROZE, FEDERICO AV.",2380,"LACROZE, FEDERICO AV. 2380",Palermo,Comuna 14,1426,C1426CPV
-58.4446040088214,-34.5697668921528,"LACROZE, FEDERICO AV.",2390,"LACROZE, FEDERICO AV. 2390",Palermo,Comuna 14,1426,C1426CPV
-58.4446944682653,-34.5698596626705,"LACROZE, FEDERICO AV.",2396,"LACROZE, FEDERICO AV. 2396",Palermo,Comuna 14,1426,C1426CPV
-58.5156857498756,-34.5906954594472,LADINES,3720,LADINES 3720,Villa Devoto,Comuna 11,1419,C1419EZB
-58.5156909686582,-34.5907001501,LADINES,3722,LADINES 3722,Villa Devoto,Comuna 11,1419,C1419EZB
-58.413987767014,-34.5798126089279,LAFINUR,3090,LAFINUR 3090,Palermo,Comuna 14,1425,C1425FAD
-58.4134257919357,-34.5790653560002,LAFINUR,3183,LAFINUR 3183,Palermo,Comuna 14,1425,C1425FAE
-58.4133654053724,-34.5789742179526,LAFINUR,3191,LAFINUR 3191,Palermo,Comuna 14,1425,C1425FAE
-58.411978108366,-34.5768813017545,LAFINUR,3389,LAFINUR 3389,Palermo,Comuna 14,1425,C1425FAI
-58.4689200895239,-34.6481878001419,LAGUNA,1492,LAGUNA 1492,Parque Avellaneda,Comuna 9,1407,C1407JVX
-58.476778501727,-34.6324076700545,,7,"LAMARCA, EMILIO 7",,,,
-58.4777631408236,-34.6304886516756,"LAMARCA, EMILIO",186,"LAMARCA, EMILIO 186",Floresta,Comuna 10,1407,C1407DFB
-58.478254947535,-34.6294291009758,"LAMARCA, EMILIO",300,"LAMARCA, EMILIO 300",Floresta,Comuna 10,1407,C1407DFD
-58.4786341421138,-34.6286046188977,"LAMARCA, EMILIO",388,"LAMARCA, EMILIO 388",Floresta,Comuna 10,1407,C1407DFF
-58.4787434311523,-34.628367962466,"LAMARCA, EMILIO",400,"LAMARCA, EMILIO 400",Floresta,Comuna 10,1407,C1407DFF
-58.5124016305518,-34.5909297509075,"LAMARCA, EMILIO",4827,"LAMARCA, EMILIO 4827",Villa Devoto,Comuna 11,1419,C1419ASM
-58.4793036360917,-34.6271652859759,"LAMARCA, EMILIO",500,"LAMARCA, EMILIO 500",Floresta,Comuna 10,1407,C1407DFH
-58.4806395898566,-34.6241387950162,"LAMARCA, EMILIO",786,"LAMARCA, EMILIO 786",Floresta,Comuna 10,1407,C1407DFP
-58.4816674920629,-34.6229730619951,"LAMARCA, EMILIO",893,"LAMARCA, EMILIO 893",Villa Santa Rita,Comuna 11,1407,C1407DFQ
-58.4632093465154,-34.6150884680285,"LAMAS, ANDRES",1108,"LAMAS, ANDRES 1108",Villa Gral. Mitre,Comuna 11,1416,C1416BIB
-58.4663820950596,-34.6109456624998,"LAMAS, ANDRES",1580,"LAMAS, ANDRES 1580",Villa Gral. Mitre,Comuna 11,1416,C1416BIJ
-58.43016482774,-34.6025757812536,LAMBARE,999,LAMBARE 999,Almagro,Comuna 5,1185,C1185ABC
-58.398526843595,-34.5868025550224,LAPRIDA,2165,LAPRIDA 2165,Recoleta,Comuna 2,1425,C1425EKW
-58.3985083520771,-34.586789777234,LAPRIDA,2169,LAPRIDA 2169,Recoleta,Comuna 2,1425,C1425EKW
-58.4063107370955,-34.5928149384238,LAPRIDA,1385,LAPRIDA 1385,Recoleta,Comuna 2,1425,C1425EKG
-58.4052871759383,-34.5918725883143,LAPRIDA,1488,LAPRIDA 1488,Recoleta,Comuna 2,1425,C1425EKJ
-58.3984158967496,-34.5867258918568,LAPRIDA,2195,LAPRIDA 2195,Recoleta,Comuna 2,1425,C1425EKW
-58.4677485755686,-34.5486641548698,"LARRALDE, CRISOLOGO AV.",2363,"LARRALDE, CRISOLOGO AV. 2363",Nu\u00f1ez,Comuna 13,1429,C1429BTD
-58.4680404759853,-34.5489226460281,"LARRALDE, CRISOLOGO AV.",2398,"LARRALDE, CRISOLOGO AV. 2398",Nu\u00f1ez,Comuna 13,1429,C1429BTQ
-58.4683121980882,-34.5489665579217,"LARRALDE, CRISOLOGO AV.",2401,"LARRALDE, CRISOLOGO AV. 2401",Saavedra,Comuna 12,1429,C1429BTE
-58.468244748479,-34.5490461608901,"LARRALDE, CRISOLOGO AV.",2402,"LARRALDE, CRISOLOGO AV. 2402",Nu\u00f1ez,Comuna 13,1429,C1429BTR
-58.489182215079,-34.66312185754,LARRAZABAL,2578,LARRAZABAL 2578,Mataderos,Comuna 9,1440,C1440CVR
-58.4009280633874,-34.5944204712232,LARREA,1127,LARREA 1127,Recoleta,Comuna 2,1117,C1117ABG
-58.401899893564,-34.6080226652688,LARREA,143,LARREA 143,Balvanera,Comuna 3,1030,C1030AAC
-58.401899893564,-34.6080226652688,LARREA,145,LARREA 145,Balvanera,Comuna 3,1030,C1030AAC
-58.401899893564,-34.6080226652688,LARREA,147,LARREA 147,Balvanera,Comuna 3,1030,C1030AAC
-58.4019587636572,-34.6069081276934,LARREA,251,LARREA 251,Balvanera,Comuna 3,1030,C1030AAE
-58.4019622030945,-34.6068531180171,LARREA,253,LARREA 253,Balvanera,Comuna 3,1030,C1030AAE
-58.4019656436175,-34.6067981083408,LARREA,255,LARREA 255,Balvanera,Comuna 3,1030,C1030AAE
-58.4019725224699,-34.6066880880838,LARREA,273,LARREA 273,Balvanera,Comuna 3,1030,C1030AAE
-58.4019725224699,-34.6066880880838,LARREA,275,LARREA 275,Balvanera,Comuna 3,1030,C1030AAE
-58.4020472240201,-34.6055165247641,LARREA,357,LARREA 357,Balvanera,Comuna 3,1030,C1030AAG
-58.4020472240201,-34.6055165247641,LARREA,359,LARREA 359,Balvanera,Comuna 3,1030,C1030AAG
-58.4020512677826,-34.6054518888737,LARREA,361,LARREA 361,Balvanera,Comuna 3,1030,C1030AAG
-58.4020553104484,-34.6053872529819,LARREA,363,LARREA 363,Balvanera,Comuna 3,1030,C1030AAG
-58.4020553104484,-34.6053872529819,LARREA,365,LARREA 365,Balvanera,Comuna 3,1030,C1030AAG
-58.4020574547528,-34.6053529902356,LARREA,367,LARREA 367,Balvanera,Comuna 3,1030,C1030AAG
-58.4020595979651,-34.6053187274885,LARREA,369,LARREA 369,Balvanera,Comuna 3,1030,C1030AAG
-58.4015233851308,-34.5962253087172,LARREA,1007,LARREA 1007,Recoleta,Comuna 2,1117,C1117ABE
-58.4009595797544,-34.5944971576595,LARREA,1117,LARREA 1117,Recoleta,Comuna 2,1117,C1117ABG
-58.4009280633874,-34.5944204712232,LARREA,1125,LARREA 1125,Recoleta,Comuna 2,1117,C1117ABG
-58.4002702612098,-34.5928415768222,LARREA,1251,LARREA 1251,Recoleta,Comuna 2,1117,C1117ABI
-58.3992405911342,-34.5908621281886,LARREA,1400,LARREA 1400,Recoleta,Comuna 2,1117,C1117ABL
-58.3979090041864,-34.5888398918474,LARREA,1585,LARREA 1585,Recoleta,Comuna 2,1117,C1117ABO
-58.4019346498191,-34.6094953496014,,22,LARREA 22,,,,
-58.4020472240201,-34.6055165247641,LARREA,355,LARREA 355,Balvanera,Comuna 3,1030,C1030AAG
-58.4021798926275,-34.6048071025435,LARREA,400,LARREA 400,Balvanera,Comuna 3,1030,C1030AAH
-58.4021053281374,-34.6045117287492,LARREA,405,LARREA 405,Balvanera,Comuna 3,1030,C1030AAI
-58.4021202757807,-34.6042839029687,LARREA,421,LARREA 421,Balvanera,Comuna 3,1030,C1030AAI
-58.4021784585773,-34.6032854402878,LARREA,503,LARREA 503,Balvanera,Comuna 3,1030,C1030AAK
-58.4021784585773,-34.6032854402878,LARREA,505,LARREA 505,Balvanera,Comuna 3,1030,C1030AAK
-58.4022720769051,-34.6019220225242,LARREA,615,LARREA 615,Balvanera,Comuna 3,1030,C1030AAM
-58.4023666441618,-34.6018591414182,LARREA,620,LARREA 620,Balvanera,Comuna 3,1030,C1030AAN
-58.4023309680074,-34.6009236498769,LARREA,709,LARREA 709,Balvanera,Comuna 3,1030,C1030AAO
-58.4023880027514,-34.6000075165529,LARREA,755,LARREA 755,Balvanera,Comuna 3,1030,C1030AAO
-58.4023920176161,-34.5999217886184,LARREA,757,LARREA 757,Balvanera,Comuna 3,1030,C1030AAO
-58.4019882195284,-34.5976026550546,LARREA,911,LARREA 911,Recoleta,Comuna 2,1117,C1117ABC
-58.4848542769523,-34.6068044044995,LASCANO,2884,LASCANO 2884,Villa Del Parque,Comuna 11,1417,C1417GYL
-58.457624662311,-34.6274479749483,,20,LAUTARO 20,,,,
-58.3684366417754,-34.6017169312098,,15,LAVALLE 15,,,,
-58.3914784512354,-34.6030664015008,LAVALLE,1719,LAVALLE 1719,San Nicolas,Comuna 1,1048,C1048AAO
-58.3926673614966,-34.6031112360119,LAVALLE,1809,LAVALLE 1809,Balvanera,Comuna 3,1051,C1051ABA
-58.3941840945353,-34.60317482399,LAVALLE,1913,LAVALLE 1913,Balvanera,Comuna 3,1051,C1051ABC
-58.3956099794362,-34.6032290078601,LAVALLE,2007,LAVALLE 2007,Balvanera,Comuna 3,1051,C1051ABE
-58.3986024018214,-34.6032741390639,LAVALLE,2209,LAVALLE 2209,Balvanera,Comuna 3,1051,C1051ABI
-58.3998908890062,-34.6033288614115,LAVALLE,2321,LAVALLE 2321,Balvanera,Comuna 3,1052,C1052AAA
-58.4026385648495,-34.6033798160794,LAVALLE,2521,LAVALLE 2521,Balvanera,Comuna 3,1052,C1052AAE
-58.4066211867977,-34.6030877538306,LAVALLE,2823,LAVALLE 2823,Balvanera,Comuna 3,1190,C1190AAC
-58.4075359861647,-34.6029740094689,LAVALLE,2911,LAVALLE 2911,Balvanera,Comuna 3,1190,C1190AAE
-58.408785989825,-34.6028092869171,LAVALLE,3017,LAVALLE 3017,Balvanera,Comuna 3,1190,C1190AAG
-58.3683856787748,-34.6017106646652,,9,LAVALLE 9,,,,
-58.4268478216349,-34.5959572752491,LAVALLEJA,1212,LAVALLEJA 1212,Palermo,Comuna 14,1414,C1414DTZ
-58.4251802379922,-34.5946634303541,LAVALLEJA,1320,LAVALLEJA 1320,Palermo,Comuna 14,1414,C1414DUB
-58.3705499576188,-34.6047587203609,"ALEM, LEANDRO N. AV.",250,"ALEM, LEANDRO N. AV. 250",San Nicolas,Comuna 1,1003,C1003AAP
-58.370619763266,-34.6035130559519,"ALEM, LEANDRO N. AV.",350,"ALEM, LEANDRO N. AV. 350",San Nicolas,Comuna 1,1003,C1003AAQ
-58.3706241251793,-34.6034162344473,"ALEM, LEANDRO N. AV.",362,"ALEM, LEANDRO N. AV. 362",San Nicolas,Comuna 1,1003,C1003AAQ
-58.5060054986666,-34.6542697192792,"LEGUIZAMON, MARTINIANO",1679,"LEGUIZAMON, MARTINIANO 1679",Mataderos,Comuna 9,1440,C1440DYI
-58.4758860596711,-34.6781723633138,"LEGUIZAMON, MARTINIANO",4205,"LEGUIZAMON, MARTINIANO 4205",Villa Lugano,Comuna 8,1439,C1439FSC
-58.498008578049,-34.637465264208,,13,LEOPARDI 13,,,,
-58.4313210340692,-34.5948501482765,LERMA,417,LERMA 417,Villa Crespo,Comuna 15,1414,C1414AZI
-58.3841469493815,-34.5966854493006,LIBERTAD,1007,LIBERTAD 1007,Retiro,Comuna 1,1012,C1012AAU
-58.3843730435289,-34.5943269364783,LIBERTAD,1205,LIBERTAD 1205,Retiro,Comuna 1,1012,C1012AAY
-58.3841246527752,-34.5968064600047,LIBERTAD,1001,LIBERTAD 1001,Retiro,Comuna 1,1012,C1012AAU
-58.3841506362404,-34.5966876529983,LIBERTAD,1021,LIBERTAD 1021,Retiro,Comuna 1,1012,C1012AAU
-58.3843736509597,-34.5943069194125,LIBERTAD,1213,LIBERTAD 1213,Retiro,Comuna 1,1012,C1012AAY
-58.3843857788844,-34.5926473035737,LIBERTAD,1303,LIBERTAD 1303,Retiro,Comuna 1,1016,C1016ABA
-58.3834382775574,-34.6084604132015,,5,LIBERTAD 5,,,,
-58.3705751620105,-34.6316978530675,"LIBERTI, TOMAS",1201,"LIBERTI, TOMAS 1201",Barracas,Comuna 4,1265,C1265ABA
-58.3707645867584,-34.6317169717117,"LIBERTI, TOMAS",1235,"LIBERTI, TOMAS 1235",Barracas,Comuna 4,1265,C1265ABA
-58.3818554352539,-34.6110395456208,LIMA,220,LIMA 220,Monserrat,Comuna 1,1073,C1073AAF
-58.4135388752783,-34.6248937341075,LINIERS VIRREY,1182,LINIERS VIRREY 1182,Boedo,Comuna 5,1220,C1220AAN
-58.4136477105841,-34.6249567119003,LINIERS VIRREY,1181,LINIERS VIRREY 1181,Boedo,Comuna 5,1220,C1220AAM
-58.4117659854016,-34.6378809425226,LINIERS VIRREY,2381,LINIERS VIRREY 2381,Boedo,Comuna 5,1241,C1241ABW
-58.5241254706846,-34.6144163824574,"LISTA, RAMON, CORONEL",5293,"LISTA, RAMON, CORONEL 5293",Villa Devoto,Comuna 11,1417,C1417FAE
-58.5053148594323,-34.5942827192787,LLAVALLOL,4186,LLAVALLOL 4186,Villa Devoto,Comuna 11,1419,C1419AKD
-58.5059607091419,-34.5937181440327,LLAVALLOL,4280,LLAVALLOL 4280,Villa Devoto,Comuna 11,1419,C1419AKF
-58.4995766838748,-34.6370604831963,,28,LOPE DE VEGA 28,,,,
-58.4995766838748,-34.6370604831963,,26,LOPE DE VEGA 26,,,,
-58.5119981264953,-34.5909474810186,"LOPEZ, CARLOS ANTONIO",3585,"LOPEZ, CARLOS ANTONIO 3585",Villa Devoto,Comuna 11,1419,C1419EUC
-58.5128019109795,-34.5915301140256,"LOPEZ, CARLOS ANTONIO",3636,"LOPEZ, CARLOS ANTONIO 3636",Villa Devoto,Comuna 11,1419,C1419EUF
-58.5128784173785,-34.5915770243941,"LOPEZ, CARLOS ANTONIO",3640,"LOPEZ, CARLOS ANTONIO 3640",Villa Devoto,Comuna 11,1419,C1419EUF
-58.3903166664546,-34.5913331149013,"LOPEZ, VICENTE",1739,"LOPEZ, VICENTE 1739",Recoleta,Comuna 2,1018,C1128ACA
-58.4502152972588,-34.5676577360857,"LORETO, VIRREY",2421,"LORETO, VIRREY 2421",Colegiales,Comuna 13,1426,C1426DXS
-58.450363292958,-34.5678474193502,"LORETO, VIRREY",2433,"LORETO, VIRREY 2433",Colegiales,Comuna 13,1426,C1426DXS
-58.3972207390952,-34.6393438509845,LOS PATOS,2584,LOS PATOS 2584,Parque Patricios,Comuna 4,1283,C1283ACD
-58.4394744754316,-34.5918162471977,LOYOLA,1054,LOYOLA 1054,Villa Crespo,Comuna 15,1414,C1414AUV
-58.4343225369419,-34.597317107446,LOYOLA,384,LOYOLA 384,Villa Crespo,Comuna 15,1414,C1414AUH
-58.4035012312716,-34.6288689985658,"LUCA, ESTEBAN DE",1600,"LUCA, ESTEBAN DE 1600",San Cristobal,Comuna 3,1246,C1246ABF
-58.4022387618316,-34.63626366471,"LUCA, ESTEBAN DE",2281,"LUCA, ESTEBAN DE 2281",Parque Patricios,Comuna 4,1246,C1246ABS
-58.4736360451961,-34.5808240004501,LUGONES,1401,LUGONES 1401,Villa Ortuzar,Comuna 15,1431,C1431FYA
-58.4737221345581,-34.5806840937175,LUGONES,1414,LUGONES 1414,Villa Ortuzar,Comuna 15,1431,C1431FYB
-58.4004535798718,-34.636462924552,,13,LUNA 13,,,,
-58.3901720707272,-34.6345638160789,,24,LUZURIAGA 24,,,,
-58.4159572799836,-34.6533380472594,LYNCH,3976,LYNCH 3976,Nueva Pompeya,Comuna 4,1437,C1437HOL
-58.4159274729405,-34.6533313662021,LYNCH,3974,LYNCH 3974,Nueva Pompeya,Comuna 4,1437,C1437HOL
-58.4605500346545,-34.6042922836218,"MAGARIÑOS CERVANTES, A.",1324,"MAGARIÑOS CERVANTES, A. 1324",Villa Gral. Mitre,Comuna 11,1416,C1416DYB
-58.4802604151525,-34.6136096742517,"MAGARIÑOS CERVANTES, A.",2917,"MAGARIÑOS CERVANTES, A. 2917",Villa Santa Rita,Comuna 11,1416,C1416DZG
-58.5046156305377,-34.6300046032748,"MAGARIÑOS CERVANTES, A.",5135,"MAGARIÑOS CERVANTES, A. 5135",Villa Luro,Comuna 10,1407,C1407MLK
-58.376111790592,-34.5932221646298,MAIPU AV.,1270,MAIPU AV. 1270,Retiro,Comuna 1,1006,C1006ACT
-58.417382844127,-34.5845829431582,MALABIA,2481,MALABIA 2481,Palermo,Comuna 14,1425,C1425EZI
-58.4172738772969,-34.5845146857835,MALABIA,2491,MALABIA 2491,Palermo,Comuna 14,1425,C1425EZI
-58.4033080889681,-34.5964917420949,"MANSILLA, LUCIO NORBERTO, GENERAL",2516,"MANSILLA, LUCIO NORBERTO, GENERAL 2516",Recoleta,Comuna 2,1425,C1425BPB
-58.3627310681758,-34.6101795260243,MANSO JUANA,1069,MANSO JUANA 1069,Puerto Madero,Comuna 1,1107,C1107CBU
-58.3623789993267,-34.6125262103934,MANSO JUANA,1164,MANSO JUANA 1164,Puerto Madero,Comuna 1,1107,C1107CBX
-58.3629096684573,-34.6091840747137,MANSO JUANA,999,MANSO JUANA 999,Puerto Madero,Comuna 1,1107,C1107CBS
-58.4690596951026,-34.5471826350923,MANZANARES,2389,MANZANARES 2389,Nu\u00f1ez,Comuna 13,1429,C1429CUI
-58.4640235170147,-34.6441634754022,"MARTI, JOSE",1180,"MARTI, JOSE 1180",Flores,Comuna 7,1406,C1406FBX
-58.4677753339307,-34.6474081563181,MARTINEZ CASTRO,1407,MARTINEZ CASTRO 1407,Parque Avellaneda,Comuna 9,1407,C1407JXY
-58.4498274606473,-34.5987040854017,MARTINEZ ROSAS,1100,MARTINEZ ROSAS 1100,Villa Crespo,Comuna 15,1414,C1414ADD
-58.4502125363066,-34.5788721470922,"MARTINEZ, ENRIQUE, GRAL.",608,"MARTINEZ, ENRIQUE, GRAL. 608",Colegiales,Comuna 13,1426,C1426BBJ
-58.3624010268029,-34.6123514130139,MANSO JUANA,1172,MANSO JUANA 1172,Puerto Madero,Comuna 1,1107,C1107CBX
-58.3985828405809,-34.6281699085471,MATHEU,1596,MATHEU 1596,San Cristobal,Comuna 3,1249,C1249AAH
-58.3977843261817,-34.6304076446282,MATHEU,1792,MATHEU 1792,Parque Patricios,Comuna 4,1249,C1249AAL
-58.3960651805586,-34.6351966452126,MATHEU,2185,MATHEU 2185,Parque Patricios,Comuna 4,1249,C1249AAS
-58.4005027979549,-34.6100607828346,,5,MATHEU 5,,,,
-58.4397856890363,-34.5728312350575,"MATIENZO, BENJAMIN, TENIENTE",2413,"MATIENZO, BENJAMIN, TENIENTE 2413",Palermo,Comuna 14,1426,C1426DAS
-58.4398270865298,-34.5728736198454,"MATIENZO, BENJAMIN, TENIENTE",2417,"MATIENZO, BENJAMIN, TENIENTE 2417",Palermo,Comuna 14,1426,C1426DAS
-58.4349586204567,-34.5692750832296,"MATIENZO, BENJAMIN, TENIENTE",1851,"MATIENZO, BENJAMIN, TENIENTE 1851",Palermo,Comuna 14,1426,C1426DAG
-58.4354963879931,-34.5699020708321,"MATIENZO, BENJAMIN, TENIENTE",1949,"MATIENZO, BENJAMIN, TENIENTE 1949",Palermo,Comuna 14,1426,C1426DAI
-58.4354963879931,-34.5699020708321,"MATIENZO, BENJAMIN, TENIENTE",1951,"MATIENZO, BENJAMIN, TENIENTE 1951",Palermo,Comuna 14,1426,C1426DAI
-58.4342968799383,-34.5686280315429,"MATIENZO, BENJAMIN, TENIENTE",1782,"MATIENZO, BENJAMIN, TENIENTE 1782",Palermo,Comuna 14,1426,C1426DAF
-58.4361459392652,-34.5668638214238,MAURE,1709,MAURE 1709,Palermo,Comuna 14,1426,C1426CUE
-58.4367897850209,-34.5677484225159,MAURE,1820,MAURE 1820,Palermo,Comuna 14,1426,C1426CUH
-58.441642086752,-34.5711328481822,MAURE,2377,MAURE 2377,Palermo,Comuna 14,1426,C1426CUQ
-58.4421167366537,-34.5716294336543,MAURE,2421,MAURE 2421,Colegiales,Comuna 13,1426,C1426CUS
-58.4421510121916,-34.5716662283903,MAURE,2425,MAURE 2425,Colegiales,Comuna 13,1426,C1426CUS
-58.4147666741388,-34.6250666121864,MAZA,1193,MAZA 1193,Boedo,Comuna 5,1220,C1220ABM
-58.4656574763242,-34.6104599152593,MEDANOS,1595,MEDANOS 1595,Villa Gral. Mitre,Comuna 11,1416,C1416BKA
-58.4208538053931,-34.6029441383841,MEDRANO AV.,611,MEDRANO AV. 611,Almagro,Comuna 5,1179,C1179AAK
-58.4205633277225,-34.6008617545753,MEDRANO AV.,795,MEDRANO AV. 795,Almagro,Comuna 5,1179,C1179AAM
-58.4204567859958,-34.6001510039638,MEDRANO AV.,843,MEDRANO AV. 843,Almagro,Comuna 5,1179,C1179AAO
-58.4203040291503,-34.5991359252847,MEDRANO AV.,925,MEDRANO AV. 925,Almagro,Comuna 5,1179,C1179AAQ
-58.4848664787861,-34.597373323212,MELINCUE,2449,MELINCUE 2449,Agronomia,Comuna 15,1417,C1417FGA
-58.4850097212936,-34.5976881586526,MELINCUE,2474,MELINCUE 2474,Villa Del Parque,Comuna 11,1417,C1417FGB
-58.3651165571569,-34.639734554047,"MELO, CARLOS F.",113,"MELO, CARLOS F. 113",Boca,Comuna 4,1163,C1163ACC
-58.4611744997782,-34.6285860041639,,11,MEMBRILLAR 11,,,,
-58.4507297808957,-34.5570969786319,MENDOZA,1698,MENDOZA 1698,Belgrano,Comuna 13,1428,C1428DJP
-58.4545169496332,-34.5593634948025,MENDOZA,2096,MENDOZA 2096,Belgrano,Comuna 13,1428,C1428DKH
-58.4553767952101,-34.5598773554968,MENDOZA,2190,MENDOZA 2190,Belgrano,Comuna 13,1428,C1428DKJ
-58.4572105438244,-34.5609552879913,MENDOZA,2380,MENDOZA 2380,Belgrano,Comuna 13,1428,C1428DKN
-58.4572105438244,-34.5609552879913,MENDOZA,2382,MENDOZA 2382,Belgrano,Comuna 13,1428,C1428DKN
-58.4824179901891,-34.5763922726256,MENDOZA,4984,MENDOZA 4984,Villa Urquiza,Comuna 12,1431,C1431CIJ
-58.4874729221894,-34.6253864923755,MERCEDES,923,MERCEDES 923,Floresta,Comuna 10,1407,C1407AHQ
-58.4159557265569,-34.6360712905587,METAN,3684,METAN 3684,Boedo,Comuna 5,1240,C1240AEB
-58.3902165972909,-34.615661238253,MEXICO,1690,MEXICO 1690,Monserrat,Comuna 1,1100,C1100ACB
-58.3930000162529,-34.6158178259713,MEXICO,1894,MEXICO 1894,Balvanera,Comuna 3,1222,C1222ABB
-58.4038483243542,-34.6169819691356,MEXICO,2680,MEXICO 2680,Balvanera,Comuna 3,1223,C1223ABD
-58.405273774288,-34.6173563558688,MEXICO,2789,MEXICO 2789,Balvanera,Comuna 3,1223,C1223ABE
-58.4276353815457,-34.620695499864,MEXICO,4378,MEXICO 4378,Almagro,Comuna 5,1223,C1223ACL
-58.3758490455339,-34.6149589402756,MEXICO,689,MEXICO 689,Monserrat,Comuna 1,1097,C1097AAM
-58.3800926746346,-34.6152581495382,MEXICO,990,MEXICO 990,Monserrat,Comuna 1,1097,C1097AAT
-58.4713633620563,-34.6015220368214,MIGUEL ANGEL,1811,MIGUEL ANGEL 1811,Paternal,Comuna 15,1416,C1416FHA
-58.4386547785847,-34.563819962687,MIGUELETES,1188,MIGUELETES 1188,Palermo,Comuna 14,1426,C1426BUP
-58.432808098192,-34.5672552624834,MIGUELETES,688,MIGUELETES 688,Palermo,Comuna 14,1426,C1426BUF
-58.4335304025682,-34.5667406266536,MIGUELETES,753,MIGUELETES 753,Palermo,Comuna 14,1426,C1426BUG
-58.4338405729557,-34.5665602881954,MIGUELETES,787,MIGUELETES 787,Palermo,Comuna 14,1426,C1426BUG
-58.4347934721547,-34.5660965326801,MIGUELETES,884,MIGUELETES 884,Palermo,Comuna 14,1426,C1426BUJ
-58.4359548594871,-34.5654184998678,MIGUELETES,980,MIGUELETES 980,Palermo,Comuna 14,1426,C1426BUL
-58.4360270747854,-34.5653753101617,MIGUELETES,982,MIGUELETES 982,Palermo,Comuna 14,1426,C1426BUL
-58.5001636189053,-34.6487757946335,MIRALLA,1074,MIRALLA 1074,Mataderos,Comuna 9,1440,C1440DCJ
-58.4844356731442,-34.6610075084919,MIRALLA,2470,MIRALLA 2470,Mataderos,Comuna 9,1440,C1440DDL
-58.5091190791086,-34.6257727912068,MIRANDA,5289,MIRANDA 5289,Monte Castro,Comuna 10,1407,C1407GGG
-58.5170208169803,-34.6328791899154,MIRANDA,6193,MIRANDA 6193,Versalles,Comuna 10,1408,C1408CGG
-58.4497237627818,-34.6242926344258,,14,MIRO 14,,,,
-58.4042544582135,-34.6135090868439,MISIONES,305,MISIONES 305,Balvanera,Comuna 3,1083,C1083ABG
-58.3918202821381,-34.6080053882681,"MITRE, BARTOLOME",1798,"MITRE, BARTOLOME 1798",San Nicolas,Comuna 1,1037,C1037ABH
-58.3947220028349,-34.6081776021468,"MITRE, BARTOLOME",1990,"MITRE, BARTOLOME 1990",Balvanera,Comuna 3,1039,C1039AAD
-58.3947989612801,-34.6081826894675,"MITRE, BARTOLOME",1998,"MITRE, BARTOLOME 1998",Balvanera,Comuna 3,1039,C1039AAD
-58.3962183161418,-34.6083002195222,"MITRE, BARTOLOME",2094,"MITRE, BARTOLOME 2094",Balvanera,Comuna 3,1039,C1039AAF
-58.3975579493243,-34.608391425224,"MITRE, BARTOLOME",2198,"MITRE, BARTOLOME 2198",Balvanera,Comuna 3,1039,C1039AAH
-58.3777721177504,-34.6070760916564,"MITRE, BARTOLOME",800,"MITRE, BARTOLOME 800",San Nicolas,Comuna 1,1036,C1036AAN
-58.4943789561738,-34.6289391139914,MOCTEZUMA,909,MOCTEZUMA 909,Velez Sarsfield,Comuna 10,1407,C1407CVA
-58.4651270455838,-34.5571269393757,MOLDES,2876,MOLDES 2876,Belgrano,Comuna 13,1428,C1428CRV
-58.4468566755394,-34.5726781461823,MOLDES,619,MOLDES 619,Colegiales,Comuna 13,1426,C1426ALA
-58.502121062675,-34.6376551091963,,10,MOLIERE 10,,,,
-58.5021262482736,-34.6376283976603,,14,MOLIERE 14,,,,
-58.3902634543676,-34.6275921296857,MOMPOX,1627,MOMPOX 1627,Constitucion,Comuna 1,1134,C1134ACA
