estado_est;estado_est_desc;sector;sector_desc;cue;anexo;cueanexo;cui;estado_loc;estado_loc_desc;email;nombre_est;nombre_loc;barrio;calle;num;point_x;point_y;de;comuna;mingob;d_mingob;depfun;d_depfun;tipest;d_tipest;Oferta_CABA;Oferta_CABA_cod
1;activo;1;Estatal;200874;00;20087400;200674;1;activo;dep_epc22_de14@bue.edu.ar;AGRONOMIA;AGRONOMIA;AGRONOMIA;AVDA. DE LOS CONSTITUYENTES;3100;98611,3557;104215,7746;14;15;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;2;Privada;200875;00;20087500;201743;1;activo;SECUNDARIOLASGRACIAS@GMAIL.COM/INICIALPRIMARIALASGRACIAS@GMAIL.COM;INSTITUTO NUESTRA SEÑORA DE LAS GRACIAS;INSTITUTO NUESTRA SEÑORA DE LAS GRACIAS;VILLA SOLDATI;CONDOR;2150;103139,9439;96858,75131;19;08;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;JardCom - PriCom - SecCom
1;activo;1;Estatal;200876;00;20087600;200381;1;activo;det_9_de7@bue.edu.ar;ESC. TEC. Nº 09 INGENIERO LUIS HUERGO DE 07;ESC. TEC. Nº 09 INGENIERO LUIS HUERGO DE 07;CABALLITO;GRAL. MARTIN DE GAINZA;1050;101523,2083;102280,6961;07;06;1;Ministerio de Educación;32;Dirección de Educación Técnica;3235;Escuelas Técnicas;Nivel secundario común;SecCom
1;activo;1;Estatal;200877;00;20087700;200369;1;activo;dep_epc19_de7@bue.edu.ar;GALICIA;GALICIA;CABALLITO;LUIS VIALE;1052;100920,1244;102332,0192;07;06;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200878;00;20087800;200360;1;activo;dep_epc9_de7@bue.edu.ar;JAPON;JAPON;VILLA GRAL. MITRE;SANCHEZ;1858;99776,2557;102464,7654;07;11;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200879;00;20087900;200373;1;activo;dei_jind11_de7@bue.edu.ar;JIN D DE 07 LOS SUEÑOS DE JUANITO;JIN D DE 07 (ESC.PRIM Nº 23 DE07) LOS SUEÑOS DE JUANITO;ALMAGRO;PRINGLES;263;103286,1651;102202,6239;07;05;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín de infantes;JardCom
1;activo;1;Estatal;200879;03;20087903;200361;1;activo;dei_jind11_de7@bue.edu.ar;JIN D DE 07 LOS SUEÑOS DE JUANITO;JIN D DE 07 (ESC. PRIM. Nº 11 DE 07)LOS SUEÑOS DE JUANITO;CABALLITO;NICASIO OROÑO;1431;100472,2314;102261,7407;07;06;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;1;Estatal;200880;00;20088000;200361;1;activo;dep_epc11_de7@bue.edu.ar;JOSE IGNACIO GORRITI;JOSE IGNACIO GORRITI;CABALLITO;NICASIO OROÑO;1431;100472,2314;102261,7407;07;06;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200881;00;20088100;200371;1;activo;dep_epc21_de7@bue.edu.ar;EMILIO RAUL OLIVE;EMILIO RAUL OLIVE;VILLA CRESPO;ROJAS;1554;101199,2369;102785,6983;07;15;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200882;00;20088200;200359;1;activo;dep_epc8_de7@bue.edu.ar;PROVINCIA DE SAN JUAN;PROVINCIA DE SAN JUAN;CABALLITO;CNEL. APOLINARIO FIGUEROA;1077;100961,0681;102234,8722;07;06;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200883;00;20088300;200425;1;activo;dem_lic12_de8@bue.edu.ar;LICEO Nº 12 FRAY MAMERTO ESQUIU DE 08;LICEO Nº 12 FRAY MAMERTO ESQUIU DE 08;CABALLITO;AVDA. JOSE MARIA MORENO;345;102581,1219;100794,6854;08;06;1;Ministerio de Educación;31;Dirección de Educación Media;3131;Liceos;Nivel secundario común;SecCom
1;activo;1;Estatal;200884;00;20088400;200400;1;activo;dep_epc1_de8@bue.edu.ar;CHACABUCO;CHACABUCO;PARQUE CHACABUCO;AVDA. EVA PERON;1502;101630,0894;99505,75471;08;07;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;2;Privada;200885;00;20088500;201347;1;activo;SECRETARIA@COLEGIOCANADA.EDU.AR;COLEGIO CANADA;COLEGIO CANADA;CABALLITO;AVDA. PEDRO GOYENA;1345;101560,2845;100231,8429;08;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;2;Privada;200886;00;20088600;201341;1;activo;administracion@colegiocalasanz.edu.ar;INSTITUTO CALASANZ;INSTITUTO CALASANZ;CABALLITO;SENILLOSA;884;103306,7265;100261,7989;08;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;1;Estatal;200887;00;20088700;200668;1;activo;dep_epc15_de14@bue.edu.ar;PROVINCIA DE MENDOZA;PROVINCIA DE MENDOZA;PATERNAL;JUAN AGUSTIN GARCIA;1511;99781,2801;103047,7519;14;15;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200888;00;20088800;200294;1;activo;dep_epc1_de6@bue.edu.ar;ESTEBAN DE LUCA;ESTEBAN DE LUCA;BALVANERA;ADOLFO ALSINA;2499;105674,0984;101905,5303;06;03;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200889;00;20088900;200305;1;activo;dei_jic4_de6@bue.edu.ar;JIC Nº 04 DE 06 MARIANO BOEDO;JIC Nº 04 DE 06 MARIANO BOEDO;BOEDO;CASTRO BARROS;965;104034,6141;100606,008;06;05;1;Ministerio de Educación;10;Dirección de Educación Inicial;1012;Jardines de Infantes Comunes (JIC);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;200890;00;20089000;201284;1;activo;ESCUELA@ATSA.ORG.AR;INSTITUTO AMADO OLMOS ATSA;INSTITUTO AMADO OLMOS ATSA;BALVANERA;ALBERTI;191;105651,2796;101913,1775;06;03;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel superior no universitario común;SNUCom
1;activo;2;Privada;200891;00;20089100;201735;1;activo;;ESCUELA BAMI MARC CHAGALL;ESCUELA BAMI MARC CHAGALL;MONTE CASTRO;AVDA. ALVAREZ JONTE;4896;96010,2488;100980,1694;18;10;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;1;Estatal;200892;00;20089200;200774;1;activo;dep_epc7_de17@bue.edu.ar;REPUBLICA DE MEXICO;REPUBLICA DE MEXICO;VILLA SANTA RITA;JUAN AGUSTIN GARCIA;2755;98426,2756;102209,8279;17;11;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200893;00;20089300;200783;1;activo;dep_epc18_de17@bue.edu.ar;PROV. DE TIERRA DEL FUEGO, ANTARTIDA E IS. DEL ATLANT. SUR;PROV. DE TIERRA DEL FUEGO, ANTARTIDA E IS. DEL ATLANT. SUR;VILLA SANTA RITA;JULIO S. DANTAS;3260;97720,284;102025,8617;17;11;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200894;00;20089400;200789;1;activo;dep_epc24_de17@bue.edu.ar;PRESIDENTE DR ROBERTO M ORTIZ;PRESIDENTE DR ROBERTO M ORTIZ;MONTE CASTRO;BAHIA BLANCA;2535;96551,3138;102105,9089;17;10;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200895;00;20089500;200796;1;activo;JBJUSTO@BUE.EDU.AR;INST. DE ENSEÑ. SUP. JUAN B.JUSTO DE 17;INST. DE ENSEÑ. SUP. JUAN B.JUSTO DE 17;VILLA DEL PARQUE;LASCANO;3840;97008,2906;101797,8968;17;11;1;Ministerio de Educación;41;Dirección de Escuelas Normales Superiores;4142;Institutos de Formación Docente Multinivel (IFDMN);Nivel primario común, Nivel superior no universitario común;PriCom - SNUCom
1;activo;1;Estatal;200895;01;20089501;202167;1;activo;JBJUSTO@BUE.EDU.AR;INST. DE ENSEÑ. SUP. JUAN B.JUSTO DE 17;INST. DE EDUC. SUP. JUAN B. JUSTO;VILLA DEL PARQUE;LASCANO;3810;97025,6217;101809,6572;17;11;1;Ministerio de Educación;41;Dirección de Escuelas Normales Superiores;4142;Institutos de Formación Docente Multinivel (IFDMN);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;1;Estatal;200895;02;20089502;202732;1;activo;JBJUSTO@BUE.EDU.AR;INST. DE ENSEÑ. SUP. JUAN B.JUSTO DE 17;INST. DE ENSEÑ. SUP. JUAN B.JUSTO DE 17;VILLA DEL PARQUE;ALVAREZ JONTE;3867;97066,23446;101685,1841;17;11;1;Ministerio de Educación;41;Dirección de Escuelas Normales Superiores;4142;Institutos de Formación Docente Multinivel (IFDMN);Nivel secundario común;SecCom
1;activo;1;Estatal;200896;00;20089600;200745;1;activo;dep_epc6_de16@bue.edu.ar;DR LUIS PASTEUR;DR LUIS PASTEUR;VILLA URQUIZA;NAHUEL HUAPI;5740;96983,4663;105969,8031;16;12;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;2;Privada;200897;00;20089700;201671;1;activo;INSHMOS.MEDIO@GMAIL.COM/HUERTO.MOSCONI@GMAIL.COM;INSTITUTO PRIVADO NUESTRA SEÑORA DEL HUERTO;INSTITUTO PRIVADO NUESTRA SEÑORA DEL HUERTO;VILLA PUEYRREDON;AVDA. GRAL. MOSCONI;3022;96297,0574;104647,3018;16;12;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;1;Estatal;200898;00;20089800;200780;1;activo;dep_epc15_de17@bue.edu.ar;ANTONIO DEVOTO;ANTONIO DEVOTO;VILLA DEVOTO;AVDA. SALVADOR MARIA DEL CARRIL;4172;95349,1784;103167,9349;17;11;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;2;Privada;200899;00;20089900;202717;1;activo;INFO@EDUCACIONCOPELLO.COM.AR;INSTITUTO CARDENAL COPELLO;INSTITUTO CARDENAL COPELLO;VILLA DEVOTO;NUEVA YORK;3433;96175,84038;103716,227;17;11;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;2;Privada;200899;01;20089901;201703;1;activo;INFO@EDUCACIONCOPELLO.COM.AR;INSTITUTO CARDENAL COPELLO;INSTITUTO CARDENAL COPELLO;VILLA DEVOTO;NUEVA YORK;3571;96036,3882;103604,6652;17;11;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel secundario común;SecCom
1;activo;1;Estatal;200901;00;20090100;200422;1;activo;dei_jii2_de8@bue.edu.ar;JII Nº 02 DE 08 JORGE EDUARDO COLL;JII Nº 02 DE 08 JORGE EDUARDO COLL;ALMAGRO;HIPOLITO YRIGOYEN;4238;103371,1365;101569,6347;08;05;1;Ministerio de Educación;10;Dirección de Educación Inicial;1013;Jardines de Infantes Integrales (JII);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;1;Estatal;200902;00;20090200;200404;1;activo;dep_epc6_de8@bue.edu.ar;SAN JOSE DE CALASANZ;SAN JOSE DE CALASANZ;BOEDO;AVDA. LA PLATA;1038;103379,0788;100200,6654;08;05;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200903;00;20090300;200793;1;activo;det_24_de17@bue.edu.ar;ESC. TEC. Nº 24 DEFENSA DE BUENOS AIRES DE 17;ESC. TEC. Nº 24 DEFENSA DE BUENOS AIRES DE 17;VILLA DEL PARQUE;RICARDO GUTIERREZ;3246;97027,3421;103035,8679;17;11;1;Ministerio de Educación;32;Dirección de Educación Técnica;3235;Escuelas Técnicas;Nivel secundario común;SecCom
1;activo;2;Privada;200904;00;20090400;201695;1;activo;REPLEGALISVN@VIRGENNINA.ORG.AR;INSTITUTO SANTISIMA VIRGEN NIÑA;INSTITUTO SANTISIMA VIRGEN NIÑA;VILLA DEL PARQUE;BAIGORRIA;3150;97350,3198;102679,8624;17;11;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;1;Estatal;200905;00;20090500;200797;1;activo;EEEFL2_DE17@BUE.EDU.AR;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 2 DOMINGO FAUSTINO SARMIENTO DE 17;ESC. PARA NIÑOS,NIÑAS, JOVENES Y ADULTOS CON DISCAPACIDAD MENTAL Y FORMACIÓN INTEGRAL Nº 2 DOMINGO FAUSTINO SARMIENTO DE 17;VILLA DEL PARQUE;PEDRO LOZANO;3056;97252,3442;103206,8545;17;11;1;Ministerio de Educación;50;Dirección de Educación Especial;5057;Escuelas de Educación Especial;Nivel inicial especial - Jardín de infantes, Nivel primario especial, Integración de modalidad especial, Cursos y talleres de la escuela especial;JardEsp - PriEsp - IntegEsp - CursosEsp
1;activo;1;Estatal;200906;00;20090600;200413;1;activo;dep_epc17_de8@bue.edu.ar;PROF. RAUL L. BERNADELLI;PROF. RAUL L. BERNADELLI;PARQUE CHACABUCO;ESTRADA;627;102697,0756;99754,70421;08;07;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200907;00;20090700;200408;1;activo;dep_epc10_de8@bue.edu.ar;JUAN AGUSTIN MAZA;JUAN AGUSTIN MAZA;PARQUE CHACABUCO;CACHIMAYO;1657;102484,0486;98996,73041;08;07;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200909;00;20090900;200405;1;activo;dei_ji5_de8@bue.edu.ar;JIC Nº 05 DE 08 MARTHA A. SALOTTI;JIC Nº 05 DE 08 MARTHA A. SALOTTI;PARQUE CHACABUCO;AVDA. ASAMBLEA;1221;101940,0731;99285,74661;08;07;1;Ministerio de Educación;10;Dirección de Educación Inicial;1012;Jardines de Infantes Comunes (JIC);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;200910;00;20091000;201336;1;activo;ESCUELADELAPAZ@FIBERTEL.COM.AR;ESCUELA DE LA PAZ;ESCUELA DE LA PAZ;CABALLITO;GRAL. VENANCIO FLORES;65;102914,8018;101711,0674;07;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;JardCom - PriCom - SecCom
1;activo;1;Estatal;200911;00;20091100;200643;1;activo;det_8_de13@bue.edu.ar;ESC. TEC. Nº 08 PAULA ALBARRACIN DE SARMIENTO DE 13;ESC. TEC. Nº 08 PAULA ALBARRACIN DE SARMIENTO DE 13;PARQUE AVELLANEDA;PIO COLLIVADINO;436;98156,7351;98776,13181;13;09;1;Ministerio de Educación;32;Dirección de Educación Técnica;3235;Escuelas Técnicas;Nivel secundario común;SecCom
1;activo;2;Privada;200912;00;20091200;201165;1;activo;SECRETRIASECUNDARIA@COLEGIO-GUADALUPE.EDU.AR;COLEGIO GUADALUPE;COLEGIO GUADALUPE;PALERMO;PARAGUAY;3925;104142,0429;104439,5373;02;14;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;2;Privada;200914;00;20091400;202443;1;activo;SECRETARIAPRIMARIA@NATANGESANG.EDU.AR / SECRETARIAJARDIN@NATANGESANG.EDU.AR;INSTITUTO NATAN GESANG;INSTITUTO NATAN GESANG;RECOLETA;JOSE ANTONIO CABRERA;3059;104936,5461;103605,0858;02;02;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;2;Privada;200916;00;20091600;201139;1;activo;SECRETARIA@NEWMODEL.EDU.AR;INSTITUTO NUEVA ESCUELA MODELO INTERNACIONAL;INSTITUTO NUEVA ESCUELA MODELO INTERNACIONAL;PALERMO;EL SALVADOR;3952;104101,8952;104036,7275;02;14;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común;MatCom - JardCom - PriCom
1;activo;2;Privada;200918;00;20091800;201141;1;activo;INFO@CEAES.EDU.AR;CENTRO EDUC. ARQUID. ESPIRITU SANTO;CENTRO EDUC. ARQUID. ESPIRITU SANTO;PALERMO;FRANCISCO ACUÑA DE FIGUEROA;1742;103920,4989;104242,2063;02;14;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;1;Estatal;200920;00;20092000;200098;1;activo;dem_col6_de2@bue.edu.ar;COLEGIO Nº 06 MANUEL BELGRANO DE 02;COLEGIO Nº 06 MANUEL BELGRANO DE 02;RECOLETA;ECUADOR;1158;105352,1781;103629,5047;02;02;1;Ministerio de Educación;31;Dirección de Educación Media;3132;Colegios;Nivel secundario común;SecCom
1;activo;2;Privada;200921;00;20092100;201147;1;activo;DELOSANGELESCUSTODIOS@HOTMAIL.COM;INSTITUTO DE LOS ANGELES CUSTODIOS;INSTITUTO DE LOS ANGELES CUSTODIOS;RECOLETA;GRAL. LUCIO NORBERTO MANSILLA;2588;105416,1826;103655,5864;02;02;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común;JardCom - PriCom
1;activo;2;Privada;200922;00;20092200;201158;1;activo;PRIMARIA@COLEGIORIODELAPLATA.EDU.AR;INSTITUTO RIO DE LA PLATA;INSTITUTO RIO DE LA PLATA;RECOLETA;DR. TOMÁS MANUEL DE ANCHORENA;1644;105525,2502;104221,0209;02;02;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel primario común;PriCom
1;activo;2;Privada;200922;01;20092201;202857;1;activo;NIVELINICIAL@COLEGIORIODELAPLATA.EDU.AR;INSTITUTO RIO DE LA PLATA;INSTITUTO RIO DE LA PLATA;RECOLETA;LAPRIDA;1659;105475,7668;104269,0048;02;02;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;2;Privada;200922;02;20092202;202858;1;activo;SECUNDARIA@COLEGIORIODELAPLATA.EDU.AR;INSTITUTO RIO DE LA PLATA;INSTITUTO RIO DE LA PLATA;RECOLETA;ANCHORENA, TOMAS MANUEL DE, DR.;1635;105543,2442;104177,5355;02;02;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel secundario común;SecCom
1;activo;2;Privada;200925;00;20092500;202726;1;activo;rectoria@iaexcelsior.edu.ar;INSTITUTO ARGENTINO EXCELSIOR;INSTITUTO ARGENTINO EXCELSIOR;CABALLITO;MALVINAS ARGENTINAS;35;101033,0493;100440,1069;08;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín de infantes, Nivel primario común;JardCom - PriCom
1;activo;2;Privada;200925;01;20092501;201352;1;activo;rectoria@iaexcelsior.edu.ar;INSTITUTO ARGENTINO EXCELSIOR;INSTITUTO ARGENTINO EXCELSIOR;CABALLITO;RIVADAVIA AV.;6028;101187,9962;100537,7234;08;06;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel secundario común;SecCom
1;activo;2;Privada;200926;00;20092600;201384;1;activo;SECUNDARIO@INSTITUTOLEONXIII.EDU.AR / info@institutoleonxiii.edu.ar;INSTITUTO LEON XIII;INSTITUTO LEON XIII;PALERMO;AVDA. DORREGO;2124;102158,0727;105661,632;09;14;1;Ministerio de Educación;90;Dirección General de Educación de Gestión Privada;9091;Institutos Educativos Incorporados a la Enseñanza Oficial;Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes, Nivel primario común, Nivel secundario común;MatCom - JardCom - PriCom - SecCom
1;activo;1;Estatal;200927;00;20092700;200634;1;activo;dep_epc16_de13@bue.edu.ar;TOMAS A. LE BRETON;TOMAS A. LE BRETON;PARQUE AVELLANEDA;GRAL. EUGENIO GARZON;4346;98321,0971;97901,93001;13;09;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200928;00;20092800;200628;1;activo;dep_epc10_de13@bue.edu.ar;ANTONIO ZACCAGNINI;ANTONIO ZACCAGNINI;PARQUE AVELLANEDA;LACARRA;1135;98852,1008;98276,89921;13;09;1;Ministerio de Educación;20;Dirección de Educación Primaria;2022;Escuelas de Jornada Completa;Nivel primario común;PriCom
1;activo;1;Estatal;200929;00;20092900;200906;1;activo;dep_epc9_de20@bue.edu.ar;JOSE MARIA TORRES;JOSE MARIA TORRES;LINIERS;AVDA. LARRAZABAL;420;95547,5995;98438,28461;20;09;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
1;activo;1;Estatal;200930;00;20093000;200641;1;activo;dem_ec32_de13@bue.edu.ar;ESC. DE COM. Nº 32 JOSE LEON SUAREZ DE 13;ESC. DE COM. Nº 32 JOSE LEON SUAREZ DE 13;LINIERS;ACASSUSO;5860;95848,1721;98350,02371;13;09;1;Ministerio de Educación;31;Dirección de Educación Media;3133;Escuelas de Comercio;Nivel secundario común;SecCom
1;activo;1;Estatal;200930;01;20093001;200655;1;activo;DEM_EC32_DE13@BUE.EDU.AR;ESC. DE COM. Nº 32 JOSE LEON SUAREZ DE 13;ESC. DE COM. Nº 32 JOSE LEON SUAREZ DE 13;LINIERS;ACASSUSO;6138;95614,6729;98104,93531;13;09;1;Ministerio de Educación;31;Dirección de Educación Media;3133;Escuelas de Comercio;Nivel secundario común;SecCom
1;activo;1;Estatal;200931;00;20093100;200905;1;activo;dei_jinb8_de20@bue.edu.ar;JIN B DE 20;JIN B DE 20 (ESC. PRIM. Nº 8 DE 20);LINIERS;FONROUGE;370;95525,1877;98548,03281;20;09;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín de infantes;JardCom
1;activo;1;Estatal;200931;01;20093101;200901;1;activo;dei_jinb8_de20@bue.edu.ar;JIN B DE 20;JIN B DE 20 (ESC. PRIM. Nº 4 DE 20;LINIERS;CNEL. RAMON L. FALCON;6702;94681,2158;98760,06341;20;09;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín de infantes;JardCom
1;activo;1;Estatal;200931;02;20093102;200906;1;activo;DEI_JINS8_DE20@BUE.EDU.AR;JIN B DE 20;JIN B DE 20 (ESC. PRIM. Nº 9 DE 20);LINIERS;AVDA. LARRAZABAL;420;95547,5995;98438,28461;20;09;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín de infantes;JardCom
1;activo;1;Estatal;200931;03;20093103;200909;1;activo;dei_jinb8_de20@bue.edu.ar;JIN B DE 20;JIN B DE 20 (ESC. PRIM. Nº 12 DE 20);VILLA LURO;GARCIA DE COSSIO;5570;95830,1901;98771,01491;20;10;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín maternal, Nivel inicial común - Jardín de infantes;MatCom - JardCom
1;activo;1;Estatal;200931;05;20093105;200915;1;activo;dei_jinb8_de20@bue.edu.ar;JIN B DE 20;JIN B DE 20 (ESC. PRIM. Nº 18 DE 20);LINIERS;MURGUIONDO;76;94941,2118;98805,05151;20;09;1;Ministerio de Educación;10;Dirección de Educación Inicial;1011;Jardines de Infantes Nucleados (JIN);Nivel inicial común - Jardín de infantes;JardCom
1;activo;1;Estatal;200932;00;20093200;200898;1;activo;dep_epc1_de20@bue.edu.ar;DE LA INDEPENDENCIA ARGENTINA;DE LA INDEPENDENCIA ARGENTINA;LINIERS;GUAMINI;1167;94517,1644;97448,10011;20;09;1;Ministerio de Educación;20;Dirección de Educación Primaria;2021;Escuelas de Jornada Simple;Nivel primario común;PriCom
